#{"t_start": 1655252739.545968, "env_id": "CartPole-v1"}
r,l,t
500.0,500,795.767301
500.0,500,795.883229
500.0,500,796.002331
500.0,500,796.10191
500.0,500,796.201216
500.0,500,796.320394
500.0,500,796.418782
500.0,500,796.517756
500.0,500,796.616301
500.0,500,796.714175
500.0,500,796.812901
500.0,500,797.487809
500.0,500,797.586394
500.0,500,797.684463
500.0,500,797.782241
500.0,500,797.881325
500.0,500,797.980016
500.0,500,798.098792
500.0,500,798.19851
500.0,500,798.299228
500.0,500,798.398078
500.0,500,798.495974
500.0,500,798.594317
500.0,500,798.717081
500.0,500,798.815459
500.0,500,798.914691
500.0,500,799.012711
500.0,500,799.112721
500.0,500,799.21038
500.0,500,799.329318
500.0,500,799.430803
500.0,500,799.546315
500.0,500,799.645384
500.0,500,799.74505
500.0,500,799.845763
500.0,500,800.520869
500.0,500,800.620941
500.0,500,800.71874
500.0,500,800.817404
500.0,500,800.915063
500.0,500,801.013001
500.0,500,801.13236
500.0,500,801.23239
500.0,500,801.336529
500.0,500,801.435404
500.0,500,801.533818
500.0,500,801.63314
500.0,500,801.750164
500.0,500,801.849377
500.0,500,801.949621
500.0,500,802.047865
500.0,500,802.146633
500.0,500,802.244911
500.0,500,802.363399
500.0,500,802.46253
500.0,500,802.562281
500.0,500,802.660308
500.0,500,802.757922
500.0,500,802.855554
500.0,500,803.544958
500.0,500,803.644976
500.0,500,803.744887
500.0,500,803.846275
500.0,500,803.945003
500.0,500,804.042974
500.0,500,804.165894
500.0,500,804.26611
500.0,500,804.365853
500.0,500,804.464065
500.0,500,804.562857
500.0,500,804.661583
500.0,500,804.781448
500.0,500,804.88173
500.0,500,804.979994
500.0,500,805.078025
500.0,500,805.177472
500.0,500,805.27682
500.0,500,805.397115
500.0,500,805.500743
500.0,500,805.599876
500.0,500,805.698425
500.0,500,805.797866
500.0,500,805.89668
500.0,500,806.580608
500.0,500,806.679233
500.0,500,806.777837
500.0,500,806.877817
500.0,500,806.97525
500.0,500,807.077016
500.0,500,807.195981
500.0,500,807.295632
500.0,500,807.395501
500.0,500,807.494769
500.0,500,807.593483
500.0,500,807.690481
500.0,500,807.811878
500.0,500,807.912025
500.0,500,808.011261
500.0,500,808.110612
500.0,500,808.209817
500.0,500,808.308771
500.0,500,808.427033
500.0,500,808.525495
500.0,500,808.630837
500.0,500,808.730613
500.0,500,808.830513
500.0,500,808.929789
500.0,500,809.604421
500.0,500,809.703224
500.0,500,809.800878
500.0,500,809.89816
500.0,500,809.996777
500.0,500,810.095147
500.0,500,810.21359
500.0,500,810.313493
500.0,500,810.412741
500.0,500,810.511769
500.0,500,810.611191
500.0,500,810.708652
500.0,500,810.826113
500.0,500,810.926191
500.0,500,811.025345
500.0,500,811.124045
500.0,500,811.223674
500.0,500,811.32289
500.0,500,811.444764
500.0,500,811.545403
500.0,500,811.64427
500.0,500,811.743569
500.0,500,811.844854
500.0,500,811.942954
500.0,500,812.616049
500.0,500,812.714966
500.0,500,812.814645
500.0,500,812.914504
500.0,500,813.012826
500.0,500,813.110885
500.0,500,813.229778
500.0,500,813.332103
500.0,500,813.432134
500.0,500,813.53239
500.0,500,813.632214
500.0,500,813.730758
500.0,500,813.848392
500.0,500,813.947175
500.0,500,814.051
500.0,500,814.151657
500.0,500,814.250795
500.0,500,814.350764
500.0,500,814.468623
500.0,500,814.56814
500.0,500,814.66661
500.0,500,814.765515
500.0,500,814.8636
500.0,500,814.961788
500.0,500,815.633785
500.0,500,815.734077
500.0,500,815.8351
500.0,500,815.933551
500.0,500,816.032809
500.0,500,816.133244
500.0,500,816.251755
500.0,500,816.352372
500.0,500,816.451608
500.0,500,816.550114
500.0,500,816.648284
500.0,500,816.748606
500.0,500,816.868729
500.0,500,816.967947
500.0,500,817.067105
500.0,500,817.165211
500.0,500,817.264654
500.0,500,817.364888
500.0,500,817.485341
500.0,500,817.586491
500.0,500,817.685362
500.0,500,817.78359
500.0,500,817.881829
500.0,500,817.98087
500.0,500,818.651813
500.0,500,818.754987
500.0,500,818.863144
500.0,500,818.963324
500.0,500,819.072435
500.0,500,819.172992
500.0,500,819.294159
500.0,500,819.395326
500.0,500,819.499228
500.0,500,819.59821
500.0,500,819.696595
500.0,500,819.799561
500.0,500,819.91722
500.0,500,820.017388
500.0,500,820.115791
500.0,500,820.214348
500.0,500,820.313399
500.0,500,820.411425
500.0,500,820.529861
500.0,500,820.628248
500.0,500,820.728422
500.0,500,820.828091
500.0,500,820.925535
500.0,500,821.024025
500.0,500,821.707701
500.0,500,821.80726
500.0,500,821.906012
500.0,500,822.005315
500.0,500,822.103945
500.0,500,822.201917
500.0,500,822.322218
500.0,500,822.421403
500.0,500,822.520288
500.0,500,822.618868
500.0,500,822.717011
500.0,500,822.815551
500.0,500,822.931091
500.0,500,823.030458
500.0,500,823.129328
500.0,500,823.228428
500.0,500,823.327936
500.0,500,823.426569
500.0,500,823.544825
500.0,500,823.641872
500.0,500,823.741248
500.0,500,823.841537
500.0,500,823.940229
500.0,500,824.03887
500.0,500,824.726469
500.0,500,824.826081
500.0,500,824.924567
500.0,500,825.023602
500.0,500,825.121954
500.0,500,825.220357
500.0,500,825.338713
500.0,500,825.438076
500.0,500,825.537414
500.0,500,825.635883
500.0,500,825.735212
500.0,500,825.834945
500.0,500,825.976124
500.0,500,826.082419
500.0,500,826.180187
500.0,500,826.280009
500.0,500,826.379477
500.0,500,826.47924
500.0,500,826.597246
500.0,500,826.696048
500.0,500,826.799615
500.0,500,826.898184
500.0,500,826.996862
500.0,500,827.095743
500.0,500,827.212872
500.0,500,827.312591
500.0,500,827.411986
500.0,500,827.511109
500.0,500,827.60932
500.0,500,827.709638
500.0,500,828.387912
500.0,500,828.487113
500.0,500,828.586101
500.0,500,828.684904
500.0,500,828.785003
500.0,500,828.88391
500.0,500,829.004003
500.0,500,829.104983
500.0,500,829.204026
500.0,500,829.303233
500.0,500,829.401552
500.0,500,829.500233
500.0,500,829.628162
500.0,500,829.728405
500.0,500,829.827296
500.0,500,829.926755
500.0,500,830.026832
500.0,500,830.125833
500.0,500,830.243822
500.0,500,830.34322
500.0,500,830.443601
500.0,500,830.543007
500.0,500,830.642015
500.0,500,830.740212
500.0,500,831.411546
500.0,500,831.510395
500.0,500,831.609397
500.0,500,831.709417
500.0,500,831.809082
500.0,500,831.924755
500.0,500,832.044785
500.0,500,832.143401
500.0,500,832.245564
500.0,500,832.344597
500.0,500,832.443099
500.0,500,832.54206
500.0,500,832.659061
500.0,500,832.758551
500.0,500,832.857885
500.0,500,832.956395
500.0,500,833.055084
500.0,500,833.152307
500.0,500,833.27027
500.0,500,833.369802
500.0,500,833.469631
500.0,500,833.567883
500.0,500,833.666931
500.0,500,833.765425
500.0,500,834.441532
500.0,500,834.540824
500.0,500,834.638347
500.0,500,834.736775
500.0,500,834.835159
500.0,500,834.933143
500.0,500,835.055751
500.0,500,835.155914
500.0,500,835.254646
500.0,500,835.355667
500.0,500,835.454996
500.0,500,835.554267
500.0,500,835.672784
500.0,500,835.774143
500.0,500,835.874573
500.0,500,835.974835
500.0,500,836.073193
500.0,500,836.170978
500.0,500,836.289251
500.0,500,836.388484
500.0,500,836.487243
500.0,500,836.586693
500.0,500,836.684232
500.0,500,836.782529
500.0,500,837.450011
500.0,500,837.550684
500.0,500,837.648316
500.0,500,837.746624
500.0,500,837.84464
500.0,500,837.942496
500.0,500,838.065998
500.0,500,838.165927
500.0,500,838.264633
500.0,500,838.365095
500.0,500,838.463537
500.0,500,838.561965
500.0,500,838.680012
500.0,500,838.780401
500.0,500,838.880342
500.0,500,838.979231
500.0,500,839.078838
500.0,500,839.17845
500.0,500,839.297753
500.0,500,839.396462
500.0,500,839.495981
500.0,500,839.595006
500.0,500,839.692581
500.0,500,839.793228
500.0,500,840.483362
500.0,500,840.58374
500.0,500,840.682178
500.0,500,840.780755
500.0,500,840.879521
500.0,500,840.97807
500.0,500,841.096202
500.0,500,841.194014
500.0,500,841.293889
500.0,500,841.392316
500.0,500,841.490722
500.0,500,841.594451
500.0,500,841.712662
500.0,500,841.812397
500.0,500,841.910628
500.0,500,842.008594
500.0,500,842.106387
500.0,500,842.202747
500.0,500,842.321352
500.0,500,842.422159
500.0,500,842.521804
500.0,500,842.620356
500.0,500,842.718354
500.0,500,842.816769
500.0,500,843.504434
500.0,500,843.606142
500.0,500,843.706296
500.0,500,843.80823
500.0,500,843.906419
500.0,500,844.006585
500.0,500,844.126861
500.0,500,844.225668
500.0,500,844.325815
500.0,500,844.424169
500.0,500,844.522735
500.0,500,844.620639
500.0,500,844.800003
500.0,500,844.898827
500.0,500,844.998319
500.0,500,845.096743
500.0,500,845.194819
500.0,500,845.293783
500.0,500,845.412717
500.0,500,845.512642
500.0,500,845.611293
500.0,500,845.708149
500.0,500,845.805544
500.0,500,845.903538
500.0,500,846.588565
500.0,500,846.686225
500.0,500,846.785258
500.0,500,846.883045
500.0,500,846.981292
500.0,500,847.079599
500.0,500,847.197568
500.0,500,847.296445
500.0,500,847.39575
500.0,500,847.493798
500.0,500,847.593083
500.0,500,847.690123
500.0,500,847.810678
500.0,500,847.90867
500.0,500,848.008423
500.0,500,848.106827
500.0,500,848.204615
500.0,500,848.303771
500.0,500,848.421648
500.0,500,848.520765
500.0,500,848.623555
500.0,500,848.721906
500.0,500,848.820389
500.0,500,848.918164
500.0,500,849.597417
500.0,500,849.696628
500.0,500,849.796415
500.0,500,849.895617
500.0,500,849.996764
500.0,500,850.094106
500.0,500,850.211694
500.0,500,850.311967
500.0,500,850.410933
500.0,500,850.508693
500.0,500,850.607156
500.0,500,850.705369
500.0,500,850.821908
500.0,500,850.920459
500.0,500,851.019322
500.0,500,851.117446
500.0,500,851.225519
500.0,500,851.3253
335.0,335,851.407971
500.0,500,851.549901
500.0,500,851.648841
500.0,500,851.749065
500.0,500,851.849122
500.0,500,851.949501
500.0,500,852.639226
500.0,500,852.737657
500.0,500,852.835686
500.0,500,852.933858
500.0,500,853.031604
500.0,500,853.129548
500.0,500,853.246767
500.0,500,853.345674
500.0,500,853.444624
500.0,500,853.542087
500.0,500,853.639558
500.0,500,853.737471
500.0,500,853.853845
500.0,500,853.951025
500.0,500,854.057156
500.0,500,854.155643
500.0,500,854.254077
500.0,500,854.35254
500.0,500,854.469113
500.0,500,854.566018
500.0,500,854.664965
500.0,500,854.764482
500.0,500,854.863564
500.0,500,854.963331
500.0,500,855.645083
500.0,500,855.747363
500.0,500,855.848246
500.0,500,855.961698
500.0,500,856.07095
500.0,500,856.168175
500.0,500,856.289538
500.0,500,856.388658
500.0,500,856.486827
500.0,500,856.585173
500.0,500,856.68255
500.0,500,856.78042
500.0,500,856.90548
500.0,500,857.005348
500.0,500,857.10386
500.0,500,857.201976
500.0,500,857.302161
500.0,500,857.399997
500.0,500,857.521423
500.0,500,857.620105
500.0,500,857.718859
500.0,500,857.816999
500.0,500,857.91416
500.0,500,858.011954
500.0,500,858.129478
500.0,500,858.226453
500.0,500,858.326747
500.0,500,858.423834
500.0,500,858.522177
500.0,500,858.619351
500.0,500,859.294237
500.0,500,859.393505
500.0,500,859.492284
500.0,500,859.589441
500.0,500,859.686502
500.0,500,859.786334
500.0,500,859.904293
500.0,500,860.003835
500.0,500,860.10139
500.0,500,860.19789
500.0,500,860.320267
500.0,500,860.452349
500.0,500,860.614096
500.0,500,860.718726
500.0,500,860.824825
500.0,500,860.934786
500.0,500,861.045318
500.0,500,861.161762
500.0,500,861.304866
500.0,500,861.412525
500.0,500,861.518822
500.0,500,861.624525
500.0,500,861.729476
500.0,500,861.831736
500.0,500,862.599776
500.0,500,862.703974
500.0,500,862.808138
500.0,500,862.911429
500.0,500,863.01562
500.0,500,863.118564
500.0,500,863.245813
500.0,500,863.350357
500.0,500,863.454126
500.0,500,863.554203
500.0,500,863.652752
500.0,500,863.752253
500.0,500,863.870322
500.0,500,863.969054
500.0,500,864.067892
500.0,500,864.167652
500.0,500,864.26627
500.0,500,864.364293
500.0,500,864.481074
500.0,500,864.578774
500.0,500,864.677292
500.0,500,864.774535
500.0,500,864.871417
500.0,500,864.970389
500.0,500,865.665519
500.0,500,865.763906
500.0,500,865.860143
500.0,500,865.957236
500.0,500,866.054343
500.0,500,866.152178
500.0,500,866.270767
500.0,500,866.370147
500.0,500,866.469178
500.0,500,866.566717
500.0,500,866.664142
500.0,500,866.762407
500.0,500,866.878054
500.0,500,866.976229
500.0,500,867.074515
500.0,500,867.171287
500.0,500,867.269077
500.0,500,867.369616
500.0,500,867.496328
500.0,500,867.600446
500.0,500,867.700217
500.0,500,867.800881
500.0,500,867.899021
500.0,500,867.997366
500.0,500,868.677235
500.0,500,868.778469
500.0,500,868.876764
500.0,500,868.974255
500.0,500,869.071078
500.0,500,869.171984
500.0,500,869.296846
500.0,500,869.396539
500.0,500,869.497019
500.0,500,869.59425
500.0,500,869.691132
500.0,500,869.788547
500.0,500,869.905521
500.0,500,870.004173
500.0,500,870.103446
500.0,500,870.200279
500.0,500,870.298035
500.0,500,870.422003
500.0,500,870.539013
500.0,500,870.636356
500.0,500,870.739493
500.0,500,870.836563
500.0,500,870.933226
500.0,500,871.030822
500.0,500,871.709541
500.0,500,871.810308
500.0,500,871.90793
500.0,500,872.006543
500.0,500,872.10462
500.0,500,872.203802
500.0,500,872.324817
500.0,500,872.425144
500.0,500,872.523386
500.0,500,872.620675
500.0,500,872.718481
500.0,500,872.815093
500.0,500,872.932747
500.0,500,873.032087
500.0,500,873.134502
500.0,500,873.234882
500.0,500,873.336118
500.0,500,873.434892
500.0,500,873.564865
500.0,500,873.673965
500.0,500,873.779108
500.0,500,873.886447
500.0,500,873.991646
500.0,500,874.09977
500.0,500,874.800496
500.0,500,874.903239
500.0,500,875.003107
500.0,500,875.108161
500.0,500,875.218485
500.0,500,875.326806
500.0,500,875.449972
500.0,500,875.553952
500.0,500,875.65395
500.0,500,875.752648
500.0,500,875.851493
500.0,500,875.950584
500.0,500,876.074652
500.0,500,876.174469
500.0,500,876.276622
500.0,500,876.376081
500.0,500,876.473126
500.0,500,876.571105
500.0,500,876.690382
500.0,500,876.792085
500.0,500,876.891943
500.0,500,876.99094
500.0,500,877.089088
500.0,500,877.188105
500.0,500,877.913069
500.0,500,878.015111
500.0,500,878.112564
500.0,500,878.216757
500.0,500,878.338936
500.0,500,878.445709
380.0,380,878.541547
500.0,500,878.668984
500.0,500,878.779049
500.0,500,878.890972
500.0,500,878.998838
500.0,500,879.105359
500.0,500,879.249089
500.0,500,879.354665
500.0,500,879.457901
500.0,500,879.564835
500.0,500,879.670239
500.0,500,879.775261
372.0,372,879.868558
500.0,500,879.998071
500.0,500,880.097875
500.0,500,880.206364
500.0,500,880.307272
500.0,500,880.40758
500.0,500,881.161443
500.0,500,881.265715
500.0,500,881.375471
500.0,500,881.481102
500.0,500,881.584927
500.0,500,881.682976
500.0,500,881.802751
500.0,500,881.900019
500.0,500,881.998474
500.0,500,882.094522
500.0,500,882.192164
500.0,500,882.291923
500.0,500,882.410646
500.0,500,882.508741
500.0,500,882.606062
500.0,500,882.705067
500.0,500,882.815309
500.0,500,882.921015
500.0,500,883.04422
500.0,500,883.146121
500.0,500,883.249429
500.0,500,883.35012
500.0,500,883.450493
500.0,500,883.553662
500.0,500,884.398109
500.0,500,884.495285
500.0,500,884.593053
500.0,500,884.690225
500.0,500,884.790407
500.0,500,884.889754
500.0,500,885.009872
500.0,500,885.107922
500.0,500,885.212564
500.0,500,885.32387
500.0,500,885.435806
500.0,500,885.537785
500.0,500,885.66514
500.0,500,885.76862
500.0,500,885.875734
500.0,500,885.982833
500.0,500,886.088146
500.0,500,886.186418
500.0,500,886.308145
500.0,500,886.409738
500.0,500,886.51152
500.0,500,886.60968
500.0,500,886.710762
500.0,500,886.815017
500.0,500,887.503328
500.0,500,887.605071
500.0,500,887.709142
500.0,500,887.813794
500.0,500,887.915616
500.0,500,888.017306
500.0,500,888.14097
500.0,500,888.245669
500.0,500,888.347418
500.0,500,888.448772
500.0,500,888.550059
500.0,500,888.650474
500.0,500,888.772444
500.0,500,888.873463
500.0,500,888.977311
500.0,500,889.078357
500.0,500,889.184794
500.0,500,889.287212
500.0,500,889.407312
500.0,500,889.509105
500.0,500,889.610358
500.0,500,889.708963
500.0,500,889.807932
500.0,500,889.906128
500.0,500,890.593073
500.0,500,890.692984
500.0,500,890.795648
500.0,500,890.894137
500.0,500,890.994117
500.0,500,891.092874
500.0,500,891.215386
500.0,500,891.317104
500.0,500,891.419588
500.0,500,891.516857
500.0,500,891.61467
500.0,500,891.713153
500.0,500,891.835924
500.0,500,891.939407
500.0,500,892.042221
500.0,500,892.143289
500.0,500,892.245095
500.0,500,892.343718
500.0,500,892.462294
500.0,500,892.561787
500.0,500,892.660567
500.0,500,892.759133
500.0,500,892.859757
500.0,500,892.962764
500.0,500,893.088271
500.0,500,893.192312
500.0,500,893.298461
500.0,500,893.398238
500.0,500,893.50408
500.0,500,893.609058
500.0,500,894.32869
500.0,500,894.426421
500.0,500,894.528422
500.0,500,894.63325
500.0,500,894.73814
500.0,500,894.845292
500.0,500,894.968893
500.0,500,895.071987
500.0,500,895.172485
500.0,500,895.275736
500.0,500,895.376935
500.0,500,895.478718
500.0,500,895.60455
500.0,500,895.70905
